상권명,업종,특징_요약,핵심_고객층,시장_유형,평균_재방문율(%),평균_신규방문율(%)
뚝섬,주스,"여성 20대이하, 여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(32.8%) 비중이 높은 곳입니다.","여성 20대이하 (17.7%), 여성 30대 (17.1%)",거주 중심 (43.5%),32.81,6.42
뚝섬,중식-딤섬/중식만두,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(18.6%) 유입이 활발한 곳입니다.",남성 30대 (26.2%),유동인구 중심 (77.6%),3.05,18.6
뚝섬,중식당,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(27.8%) 비중이 높은 곳입니다.",남성 30대 (19.5%),유동인구 중심 (51.0%),27.83,8.8
뚝섬,차,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(15.7%) 비중이 높은 곳입니다.",여성 20대이하 (34.3%),유동인구 중심 (63.0%),15.69,7.42
뚝섬,청과물,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(30.2%) 비중이 높은 곳입니다.",여성 60대이상 (23.2%),거주 중심 (67.2%),30.18,6.45
뚝섬,축산물,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(54.2%) 비중이 높은 곳입니다.",여성 60대이상 (28.0%),거주 중심 (82.1%),54.21,4.84
뚝섬,치킨,"남성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(20.2%) 비중이 높은 곳입니다.",남성 30대 (16.5%),거주 중심 (43.4%),20.25,7.07
뚝섬,카페,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.6%) 비중이 높은 곳입니다.",여성 20대이하 (25.5%),유동인구 중심 (65.7%),21.59,12.59
뚝섬,커피전문점,"남성 30대, 여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(31.3%) 비중이 높은 곳입니다.","남성 30대 (18.0%), 여성 20대이하 (17.5%), 여성 30대 (19.1%)",유동인구 중심 (55.4%),31.31,10.62
뚝섬,테이크아웃커피,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(41.2%) 비중이 높은 곳입니다.",남성 30대 (21.3%),유동인구 중심 (39.8%),41.21,16.94
뚝섬,포장마차,"남성 20대이하, 남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(15.0%) 유입이 활발한 곳입니다.","남성 20대이하 (24.9%), 남성 30대 (23.9%)",유동인구 중심 (73.2%),5.07,15.02
뚝섬,피자,"남성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(32.5%) 비중이 높은 곳입니다.",남성 30대 (15.8%),거주 중심 (56.0%),32.54,7.13
뚝섬,한식-감자탕,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(24.6%) 비중이 높은 곳입니다.",남성 30대 (24.4%),유동인구 중심 (46.9%),24.63,12.61
뚝섬,한식-국밥/설렁탕,"남성 30대이(가) 주로 찾는 직장 중심의 시장으로, 재방문 고객(36.2%) 비중이 높은 곳입니다.",남성 30대 (22.1%),직장 중심 (41.8%),36.25,7.38
뚝섬,한식-국수/만두,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(28.0%) 비중이 높은 곳입니다.",남성 30대 (17.6%),유동인구 중심 (43.9%),27.95,11.31
뚝섬,한식-냉면,"남성 30대, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(23.3%) 비중이 높은 곳입니다.","남성 30대 (20.1%), 여성 30대 (20.0%)",유동인구 중심 (47.2%),23.28,7.4
뚝섬,한식-단품요리일반,"남성 30대, 여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(16.1%) 비중이 높은 곳입니다.","남성 30대 (16.8%), 여성 20대이하 (15.8%), 여성 30대 (16.4%)",유동인구 중심 (62.6%),16.11,10.87
뚝섬,한식-육류/고기,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.2%) 비중이 높은 곳입니다.",남성 30대 (20.1%),유동인구 중심 (52.2%),21.21,9.15
뚝섬,한식-죽,"여성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(98.5%) 유입이 활발한 곳입니다.",여성 50대 (26.7%),유동인구 중심 (40.0%),6.75,98.46
뚝섬,한식-찌개/전골,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(33.6%) 비중이 높은 곳입니다.",남성 30대 (19.7%),유동인구 중심 (41.0%),33.59,9.61
뚝섬,한식-해물/생선,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(19.9%) 비중이 높은 곳입니다.",남성 30대 (18.2%),유동인구 중심 (49.0%),19.88,8.25
뚝섬,한식뷔페,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(48.5%) 비중이 높은 곳입니다.",남성 30대 (26.4%),유동인구 중심 (48.8%),48.53,6.5
뚝섬,한정식,"여성 20대이하, 여성 30대이(가) 주로 찾는 직장 중심의 시장으로, 신규 고객(100.0%) 유입이 활발한 곳입니다.","여성 20대이하 (24.0%), 여성 30대 (24.0%)",직장 중심 (60.0%),0.0,100.0
뚝섬,햄버거,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(22.1%) 유입이 활발한 곳입니다.",남성 30대 (22.3%),유동인구 중심 (57.7%),13.21,22.06
뚝섬,호프/맥주,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(11.3%) 비중이 높은 곳입니다.",남성 30대 (21.4%),유동인구 중심 (59.2%),11.3,10.93
마장동,건강식품,"여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(14.3%) 유입이 활발한 곳입니다.",여성 60대이상 (100.0%),유동인구 중심 (100.0%),0.0,14.29
마장동,꼬치구이,"남성 30대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.8%) 비중이 높은 곳입니다.","남성 30대 (19.9%), 남성 50대 (18.1%)",거주 중심 (40.5%),24.77,6.76
마장동,농산물,"여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(23.6%) 비중이 높은 곳입니다.",여성 60대이상 (20.9%),유동인구 중심 (63.2%),23.61,8.47
마장동,도시락,"남성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(33.2%) 비중이 높은 곳입니다.",남성 40대 (38.9%),유동인구 중심 (48.9%),33.21,5.83
마장동,떡/한과 제조,"여성 50대, 여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(21.2%) 비중이 높은 곳입니다.","여성 50대 (18.4%), 여성 60대이상 (16.8%)",거주 중심 (72.0%),21.2,18.81
마장동,룸살롱/단란주점,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(17.0%) 비중이 높은 곳입니다.",남성 50대 (28.2%),유동인구 중심 (60.0%),17.01,8.83
마장동,반찬,"여성 40대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(38.7%) 비중이 높은 곳입니다.","여성 40대 (15.6%), 여성 50대 (17.0%)",거주 중심 (74.6%),38.67,8.48
마장동,백반/가정식,"남성 50대, 남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(35.0%) 비중이 높은 곳입니다.","남성 50대 (19.9%), 남성 60대이상 (20.8%)",유동인구 중심 (56.9%),34.95,8.45
마장동,베이커리,"여성 30대, 여성 40대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(33.5%) 비중이 높은 곳입니다.","여성 30대 (14.0%), 여성 40대 (12.3%), 여성 50대 (13.2%)",거주 중심 (48.9%),33.52,11.26
마장동,분식,"남성 30대, 남성 40대, 남성 50대, 여성 30대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(32.3%) 비중이 높은 곳입니다.","남성 30대 (12.1%), 남성 40대 (13.0%), 남성 50대 (11.1%), 여성 30대 (11.1%), 여성 40대 (12.8%)",거주 중심 (43.7%),32.28,8.18
마장동,식료품,"남성 50대, 남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(40.7%) 비중이 높은 곳입니다.","남성 50대 (13.3%), 남성 60대이상 (14.9%)",유동인구 중심 (58.3%),40.67,9.12
마장동,식품 제조,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.9%) 비중이 높은 곳입니다.",남성 50대 (58.0%),유동인구 중심 (100.0%),18.94,7.58
마장동,아이스크림/빙수,"남성 20대이하, 여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(45.0%) 비중이 높은 곳입니다.","남성 20대이하 (17.4%), 여성 20대이하 (18.0%)",거주 중심 (67.9%),44.98,12.46
마장동,양식,"남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(32.8%) 비중이 높은 곳입니다.",남성 50대 (36.5%),거주 중심 (54.5%),32.81,16.45
마장동,요리주점,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(17.7%) 비중이 높은 곳입니다.",남성 30대 (15.5%),유동인구 중심 (49.7%),17.73,10.61
마장동,유제품,"남성 40대이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(6.2%) 유입이 활발한 곳입니다.",남성 40대 (100.0%),거주 중심 (100.0%),6.25,6.25
마장동,이자카야,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(27.0%) 유입이 활발한 곳입니다.",남성 30대 (17.5%),유동인구 중심 (59.0%),24.0,27.03
마장동,인삼제품,"여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(35.2%) 비중이 높은 곳입니다.",여성 30대 (26.2%),거주 중심 (59.0%),35.18,8.32
마장동,일식당,"남성 30대, 남성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.0%) 비중이 높은 곳입니다.","남성 30대 (15.4%), 남성 40대 (13.7%)",유동인구 중심 (56.8%),21.02,9.81
마장동,주류,"남성 20대이하, 남성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(34.4%) 비중이 높은 곳입니다.","남성 20대이하 (14.6%), 남성 30대 (15.2%)",거주 중심 (64.2%),34.37,5.67
마장동,중식당,"남성 40대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(34.0%) 비중이 높은 곳입니다.","남성 40대 (15.9%), 남성 50대 (15.8%)",거주 중심 (45.1%),33.98,6.5
마장동,청과물,"남성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(35.5%) 비중이 높은 곳입니다.",남성 60대이상 (23.4%),거주 중심 (47.9%),35.51,8.17
마장동,축산물,"남성 60대이상, 여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(23.6%) 비중이 높은 곳입니다.","남성 60대이상 (22.8%), 여성 60대이상 (21.8%)",유동인구 중심 (80.9%),23.63,8.9
마장동,치킨,"남성 30대, 남성 40대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.6%) 비중이 높은 곳입니다.","남성 30대 (13.8%), 남성 40대 (15.8%), 남성 50대 (14.8%)",거주 중심 (55.3%),24.59,11.85
마장동,카페,"남성 30대, 여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(27.7%) 비중이 높은 곳입니다.","남성 30대 (14.4%), 여성 20대이하 (15.0%), 여성 30대 (13.6%)",유동인구 중심 (48.0%),27.65,11.07
마장동,커피전문점,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(29.3%) 비중이 높은 곳입니다.",남성 30대 (16.5%),유동인구 중심 (51.4%),29.25,10.51
마장동,포장마차,"남성 30대, 남성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(17.6%) 비중이 높은 곳입니다.","남성 30대 (19.4%), 남성 40대 (20.0%)",유동인구 중심 (49.2%),17.62,6.93
마장동,피자,"남성 30대, 남성 40대, 남성 50대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(25.2%) 비중이 높은 곳입니다.","남성 30대 (13.0%), 남성 40대 (14.1%), 남성 50대 (12.9%), 여성 40대 (12.2%)",거주 중심 (51.8%),25.18,12.49
마장동,한식-감자탕,"남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(32.1%) 비중이 높은 곳입니다.",남성 50대 (19.9%),거주 중심 (46.3%),32.07,11.4
마장동,한식-국밥/설렁탕,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(36.6%) 비중이 높은 곳입니다.",남성 60대이상 (31.4%),유동인구 중심 (52.7%),36.55,11.1
마장동,한식-국수/만두,"남성 30대, 남성 40대, 여성 30대, 여성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(31.1%) 비중이 높은 곳입니다.","남성 30대 (13.0%), 남성 40대 (13.3%), 여성 30대 (12.2%), 여성 40대 (13.0%)",유동인구 중심 (49.7%),31.07,6.48
마장동,한식-냉면,"남성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(21.5%) 비중이 높은 곳입니다.",남성 60대이상 (20.4%),거주 중심 (47.9%),21.46,6.8
마장동,한식-단품요리일반,"남성 50대, 여성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(22.5%) 비중이 높은 곳입니다.","남성 50대 (14.8%), 여성 50대 (15.4%)",유동인구 중심 (58.4%),22.45,12.42
마장동,한식-육류/고기,"남성 30대, 남성 40대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.2%) 비중이 높은 곳입니다.","남성 30대 (15.8%), 남성 40대 (14.8%), 남성 50대 (16.8%)",유동인구 중심 (63.0%),18.19,9.14
마장동,한식-찌개/전골,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(25.1%) 비중이 높은 곳입니다.",남성 60대이상 (22.7%),유동인구 중심 (52.5%),25.06,8.44
마장동,한식-해물/생선,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.4%) 비중이 높은 곳입니다.",남성 60대이상 (20.7%),유동인구 중심 (53.5%),18.37,9.59
마장동,햄버거,"남성 30대이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(22.2%) 유입이 활발한 곳입니다.",남성 30대 (25.4%),거주 중심 (56.0%),12.33,22.16
마장동,호프/맥주,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.4%) 비중이 높은 곳입니다.",남성 50대 (20.6%),유동인구 중심 (49.6%),18.41,7.83
미아사거리,양식,"남성 50대, 여성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(28.5%) 유입이 활발한 곳입니다.","남성 50대 (33.0%), 여성 50대 (34.9%)",유동인구 중심 (100.0%),0.0,28.54
방배역,커피전문점,"여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(23.4%) 비중이 높은 곳입니다.","여성 20대이하 (27.6%), 여성 30대 (26.0%)",유동인구 중심 (97.0%),23.35,8.25
성수,건강원,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.3%) 비중이 높은 곳입니다.",여성 60대이상 (32.6%),거주 중심 (64.0%),24.32,8.8
성수,기타세계요리,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.3%) 비중이 높은 곳입니다.",여성 20대이하 (31.2%),유동인구 중심 (61.3%),21.34,17.96
성수,꼬치구이,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(11.4%) 비중이 높은 곳입니다.",남성 30대 (22.7%),유동인구 중심 (65.0%),11.37,8.77
성수,농산물,"여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(30.3%) 비중이 높은 곳입니다.",여성 60대이상 (36.1%),유동인구 중심 (46.9%),30.33,6.56
성수,담배,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(32.9%) 비중이 높은 곳입니다.",남성 30대 (37.4%),유동인구 중심 (46.7%),32.95,6.24
성수,동남아/인도음식,"여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.5%) 비중이 높은 곳입니다.","여성 20대이하 (22.9%), 여성 30대 (21.1%)",유동인구 중심 (64.3%),18.5,10.38
성수,떡/한과,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(15.9%) 비중이 높은 곳입니다.",여성 30대 (24.4%),유동인구 중심 (70.7%),15.94,11.48
성수,떡/한과 제조,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(30.9%) 비중이 높은 곳입니다.",여성 60대이상 (22.3%),거주 중심 (59.1%),30.93,6.98
성수,룸살롱/단란주점,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(29.5%) 비중이 높은 곳입니다.",남성 50대 (26.3%),유동인구 중심 (43.0%),29.47,10.82
성수,미곡상,"남성 50대, 남성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(32.6%) 비중이 높은 곳입니다.","남성 50대 (15.6%), 남성 60대이상 (15.6%)",거주 중심 (39.8%),32.58,5.01
성수,민속주점,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.6%) 비중이 높은 곳입니다.",남성 30대 (20.3%),유동인구 중심 (55.8%),18.62,7.52
성수,반찬,"남성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(26.4%) 비중이 높은 곳입니다.",남성 60대이상 (22.3%),거주 중심 (67.9%),26.41,7.49
성수,백반/가정식,"남성 30대, 남성 50대, 남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(29.3%) 비중이 높은 곳입니다.","남성 30대 (15.0%), 남성 50대 (14.3%), 남성 60대이상 (13.5%)",유동인구 중심 (51.4%),29.28,8.93
성수,베이커리,"여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(22.2%) 비중이 높은 곳입니다.","여성 20대이하 (21.1%), 여성 30대 (20.6%)",유동인구 중심 (57.0%),22.21,12.28
성수,분식,"남성 30대, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(34.0%) 비중이 높은 곳입니다.","남성 30대 (15.4%), 여성 30대 (14.2%)",유동인구 중심 (43.2%),33.99,10.53
성수,샌드위치/토스트,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(24.8%) 비중이 높은 곳입니다.",여성 30대 (22.5%),유동인구 중심 (65.1%),24.79,11.88
성수,스테이크,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(23.3%) 유입이 활발한 곳입니다.",여성 20대이하 (32.4%),유동인구 중심 (86.4%),1.29,23.26
성수,식료품,"남성 30대, 남성 40대, 여성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(30.2%) 비중이 높은 곳입니다.","남성 30대 (13.8%), 남성 40대 (12.7%), 여성 40대 (14.5%)",유동인구 중심 (60.0%),30.19,8.92
성수,식품 제조,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(23.2%) 비중이 높은 곳입니다.",여성 60대이상 (27.4%),거주 중심 (62.6%),23.22,7.33
성수,아이스크림/빙수,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(24.5%) 비중이 높은 곳입니다.",여성 20대이하 (23.9%),유동인구 중심 (62.8%),24.49,14.83
성수,양식,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(13.9%) 유입이 활발한 곳입니다.",여성 20대이하 (24.1%),유동인구 중심 (80.8%),10.31,13.9
성수,와인바,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(11.8%) 유입이 활발한 곳입니다.",여성 20대이하 (24.1%),유동인구 중심 (83.3%),7.97,11.81
성수,와인샵,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(15.2%) 비중이 높은 곳입니다.",여성 20대이하 (40.2%),유동인구 중심 (87.0%),15.23,8.51
성수,요리주점,"남성 20대이하, 남성 30대, 여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.6%) 비중이 높은 곳입니다.","남성 20대이하 (17.9%), 남성 30대 (17.7%), 여성 20대이하 (18.0%)",유동인구 중심 (70.0%),18.55,10.97
성수,이자카야,"남성 20대이하, 여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(16.6%) 유입이 활발한 곳입니다.","남성 20대이하 (21.2%), 여성 20대이하 (21.9%)",유동인구 중심 (74.6%),9.09,16.63
성수,인삼제품,"여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(12.3%) 유입이 활발한 곳입니다.",여성 50대 (26.3%),거주 중심 (45.3%),9.74,12.29
성수,일반 유흥주점,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(17.2%) 비중이 높은 곳입니다.",여성 20대이하 (24.5%),유동인구 중심 (75.6%),17.16,11.83
성수,일식-덮밥/돈가스,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(23.5%) 비중이 높은 곳입니다.",남성 30대 (22.6%),유동인구 중심 (58.3%),23.54,11.45
성수,일식-우동/소바/라면,"남성 20대이하, 남성 30대, 여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.7%) 비중이 높은 곳입니다.","남성 20대이하 (18.9%), 남성 30대 (17.3%), 여성 20대이하 (18.4%), 여성 30대 (16.9%)",유동인구 중심 (69.2%),18.74,14.6
성수,일식-참치회,"남성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.3%) 비중이 높은 곳입니다.",남성 40대 (26.4%),유동인구 중심 (40.5%),18.31,7.53
성수,일식-초밥/롤,"남성 20대이하, 남성 30대, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.0%) 비중이 높은 곳입니다.","남성 20대이하 (14.5%), 남성 30대 (15.6%), 여성 30대 (14.8%)",유동인구 중심 (52.0%),21.04,9.59
성수,일식당,"남성 20대이하, 남성 30대, 여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(15.8%) 비중이 높은 곳입니다.","남성 20대이하 (18.5%), 남성 30대 (18.2%), 여성 20대이하 (19.4%)",유동인구 중심 (66.4%),15.78,11.48
성수,주류,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(17.6%) 비중이 높은 곳입니다.",남성 30대 (35.0%),유동인구 중심 (60.0%),17.62,5.8
성수,중식-딤섬/중식만두,"여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(66.2%) 유입이 활발한 곳입니다.","여성 20대이하 (23.9%), 여성 30대 (23.5%)",유동인구 중심 (70.6%),11.98,66.2
성수,중식당,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(32.0%) 비중이 높은 곳입니다.",남성 30대 (19.4%),유동인구 중심 (50.5%),32.01,8.18
성수,청과물,"여성 50대, 여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(20.4%) 비중이 높은 곳입니다.","여성 50대 (16.8%), 여성 60대이상 (18.6%)",유동인구 중심 (63.6%),20.43,8.75
성수,축산물,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(40.4%) 비중이 높은 곳입니다.",여성 60대이상 (22.9%),거주 중심 (71.6%),40.38,10.08
성수,치킨,"남성 30대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.0%) 비중이 높은 곳입니다.","남성 30대 (13.7%), 남성 50대 (15.4%)",거주 중심 (49.9%),24.04,7.61
성수,카페,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(24.3%) 비중이 높은 곳입니다.",여성 20대이하 (23.8%),유동인구 중심 (66.1%),24.27,11.77
성수,커피전문점,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(32.6%) 비중이 높은 곳입니다.",남성 30대 (20.0%),유동인구 중심 (58.3%),32.62,10.37
성수,포장마차,"남성 30대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.0%) 비중이 높은 곳입니다.","남성 30대 (17.0%), 남성 50대 (15.4%)",거주 중심 (52.9%),24.05,10.67
성수,피자,"남성 20대이하, 남성 30대, 여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.3%) 비중이 높은 곳입니다.","남성 20대이하 (15.3%), 남성 30대 (14.8%), 여성 20대이하 (15.6%)",유동인구 중심 (54.1%),21.28,7.32
성수,한식-감자탕,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(9.9%) 비중이 높은 곳입니다.",여성 20대이하 (30.5%),유동인구 중심 (85.3%),9.87,8.25
성수,한식-국밥/설렁탕,"남성 30대, 남성 50대, 남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(31.3%) 비중이 높은 곳입니다.","남성 30대 (17.4%), 남성 50대 (15.7%), 남성 60대이상 (15.4%)",유동인구 중심 (46.3%),31.29,10.23
성수,한식-국수/만두,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(25.5%) 비중이 높은 곳입니다.",남성 30대 (16.1%),유동인구 중심 (48.0%),25.48,9.19
성수,한식-냉면,"남성 30대, 남성 40대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(28.6%) 비중이 높은 곳입니다.","남성 30대 (16.9%), 남성 40대 (15.0%), 남성 50대 (15.7%)",유동인구 중심 (48.4%),28.6,6.09
성수,한식-단품요리일반,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(25.1%) 비중이 높은 곳입니다.",남성 30대 (16.0%),유동인구 중심 (58.0%),25.07,9.44
성수,한식-육류/고기,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(23.7%) 비중이 높은 곳입니다.",남성 30대 (18.7%),유동인구 중심 (50.6%),23.68,9.35
성수,한식-죽,"남성 30대, 여성 30대이(가) 주로 찾는 직장 중심의 시장으로, 재방문 고객(28.1%) 비중이 높은 곳입니다.","남성 30대 (12.8%), 여성 30대 (14.3%)",직장 중심 (35.6%),28.08,6.52
성수,한식-찌개/전골,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(26.9%) 비중이 높은 곳입니다.",남성 30대 (18.6%),유동인구 중심 (45.5%),26.88,11.4
성수,한식-해물/생선,"남성 50대, 남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(22.2%) 비중이 높은 곳입니다.","남성 50대 (16.3%), 남성 60대이상 (15.2%)",유동인구 중심 (47.7%),22.18,7.52
성수,한식뷔페,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(43.6%) 비중이 높은 곳입니다.",남성 30대 (27.2%),유동인구 중심 (60.0%),43.62,8.25
성수,한정식,"남성 30대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(43.3%) 비중이 높은 곳입니다.","남성 30대 (19.0%), 남성 50대 (18.6%)",유동인구 중심 (42.7%),43.31,14.33
